,CrimeGroup_Name,Latitude,Longitude
6967,CRIMES RELATED TO WOMEN,16.015232,75.548476
1233,CRIMES RELATED TO WOMEN,16.107899,75.866545
6926,CRIMES RELATED TO WOMEN,16.187664,75.707288
2500,CRIMES RELATED TO WOMEN,14.625252,74.841223
6920,CRIMES RELATED TO WOMEN,16.300396,75.889092
11778,CRIMES RELATED TO WOMEN,16.061664,76.056853
12037,CRIMES RELATED TO WOMEN,16.197272,76.078035
6894,CRIMES RELATED TO WOMEN,16.154969,75.662774
6990,CRIMES RELATED TO WOMEN,8.752783,69.177512
6968,CRIMES RELATED TO WOMEN,16.181538,75.660972
6935,CRIMES RELATED TO WOMEN,16.18123,75.613437
6936,CRIMES RELATED TO WOMEN,16.088136,75.7383175
18037,CRIMES RELATED TO WOMEN,16.225499,75.530791
6956,CRIMES RELATED TO WOMEN,16.050225,76.059208
7030,CRIMES RELATED TO WOMEN,16.149471,75.692196
9067,CRIMES RELATED TO WOMEN,16.345484,75.615857
6931,CRIMES RELATED TO WOMEN,16.144918,75.65739
10835,CRIMES RELATED TO WOMEN,16.054904,75.794423
6896,CRIMES RELATED TO WOMEN,16.159296,75.692655
6945,CRIMES RELATED TO WOMEN,16.152015,75.661047
5542,CRIMES RELATED TO WOMEN,16.172535,75.655721
5520,CRIMINAL BREACH OF TRUST,16.172535,75.655721
5928,CRIMINAL BREACH OF TRUST,16.187357,75.689996
14142,CRIMINAL BREACH OF TRUST,16.067337,76.179553
5637,CRIMINAL BREACH OF TRUST,16.172535,75.655721
784,CRIMINAL CONSPIRACY,16.138915,75.914388
2302,CRIMINAL INTIMIDATION,15.922178,75.679942
11873,CRIMINAL INTIMIDATION,16.171727,76.005945
6246,CRIMINAL INTIMIDATION,16.18485,75.708456
959,CRIMINAL INTIMIDATION,15.97746,75.911472
15683,CRIMINAL INTIMIDATION,16.498455,75.240694
13125,CRIMINAL INTIMIDATION,15.947339,76.126438
18344,CRIMINAL INTIMIDATION,16.21293,75.502072
711,CRIMINAL INTIMIDATION,16.0564,75.954718
19161,CRIMINAL INTIMIDATION,16.014555,75.547181
16773,CRIMINAL INTIMIDATION,16.511112,75.277408
5797,CRIMINAL INTIMIDATION,16.191222,75.703982
5196,CRIMINAL INTIMIDATION,16.252047,75.786596
2558,CRIMINAL INTIMIDATION,15.838897,75.61128
10416,CRIMINAL INTIMIDATION,16.049651,75.761767
13131,CRIMINAL INTIMIDATION,15.967024,76.119776
4719,CRIMINAL INTIMIDATION,16.285427,75.999951
17343,CRIMINAL INTIMIDATION,16.507777,75.290042
8186,CRIMINAL INTIMIDATION,16.477345,75.10994
5692,CRIMINAL INTIMIDATION,16.172535,75.655721
14202,CRIMINAL INTIMIDATION,15.996613,76.198561
957,CRIMINAL INTIMIDATION,15.978085,75.909835
19602,CRIMINAL INTIMIDATION,16.017538,75.550833
15351,CRIMINAL TRESPASS,16.60537,75.232096
15368,CRIMINAL TRESPASS,16.605981,75.236743
6228,CRIMINAL TRESPASS,16.166508,75.682148
14628,CRIMINAL TRESPASS,16.01543,76.08127
5709,CRIMINAL TRESPASS,16.172535,75.655721
4473,CRIMINAL TRESPASS,16.256559,75.965894
19654,CRIMINAL TRESPASS,16.047184,75.476811
19503,CRIMINAL TRESPASS,16.012134,75.544259
9914,CRIMINAL TRESPASS,16.346611,75.642448
816,CRIMINAL TRESPASS,15.912879,75.928344
5483,CRIMINAL TRESPASS,16.172535,75.655721
13593,CRIMINAL TRESPASS,15.58017,76.064941
662,CRIMINAL TRESPASS,16.056313,75.944109
19604,CRIMINAL TRESPASS,15.992749,75.446654
7560,CRIMINAL TRESPASS,16.483002,75.127586
14222,CRIMINAL TRESPASS,15.967502,76.107913
4337,CRIMINAL TRESPASS,16.089503,75.738076
8182,CRIMINAL TRESPASS,16.472255,75.130468
8088,CRIMINAL TRESPASS,16.421848,75.103656
12351,CRIMINAL TRESPASS,16.159429,75.948465
15472,CRIMINAL TRESPASS,16.565796,75.180078
11766,CRUELTY BY HUSBAND,16.055056,76.059042
17214,CRUELTY BY HUSBAND,16.51036,75.28064
15459,CRUELTY BY HUSBAND,16.588722,75.185307
6983,CRUELTY BY HUSBAND,16.089423,75.737548
19557,CRUELTY BY HUSBAND,15.971275,75.542486
11954,CRUELTY BY HUSBAND,16.045499,75.994235
17952,CRUELTY BY HUSBAND,16.190768,75.555974
6981,CRUELTY BY HUSBAND,16.32971,75.643146
5316,CRUELTY BY HUSBAND,16.280455,75.834229
16966,CRUELTY BY HUSBAND,16.511525,75.280796
6976,CRUELTY BY HUSBAND,16.169277,75.652643
2410,CRUELTY BY HUSBAND,15.916449,75.672665
2554,CRUELTY BY HUSBAND,15.851178,75.566291
908,CRUELTY BY HUSBAND,15.992829,75.945462
12109,CRUELTY BY HUSBAND,16.163045,76.178432
7567,CRUELTY BY HUSBAND,16.476605,75.133703
2125,CRUELTY BY HUSBAND,15.959022,75.677671
7754,CRUELTY BY HUSBAND,16.443502,75.11239
651,CRUELTY BY HUSBAND,16.333188,75.283952
2174,CRUELTY BY HUSBAND,15.857524,75.70458
6925,CRUELTY BY HUSBAND,16.146918,75.745332
5287,CRUELTY BY HUSBAND,16.172218,75.790667
6971,CRUELTY BY HUSBAND,16.146777,75.65408
15505,CRUELTY BY HUSBAND,16.505583,75.25631
18051,CRUELTY BY HUSBAND,16.213723,75.481111
19558,CRUELTY BY HUSBAND,16.02519,75.451686
8193,CRUELTY BY HUSBAND,16.609711,76.368811
2205,CRUELTY BY HUSBAND,15.920735,75.680442
1318,CRUELTY BY HUSBAND,16.056944,75.943377
6879,CRUELTY BY HUSBAND,15.92152,75.674652
10577,CRUELTY BY HUSBAND,16.039529,75.756147
4228,CRUELTY BY HUSBAND,16.231356,75.759565
9996,Concealment of birth by secret disposal of Child,16.292232,75.61408
5822,Concealment of birth by secret disposal of Child,16.188891,75.686671
5618,CrPC,16.172535,75.655721
5631,CrPC,16.172353,75.655721
5410,CrPC,16.172535,75.655721
5630,CrPC,16.172535,75.655721
5729,CrPC,16.172535,75.655721
5561,CrPC,16.172535,75.655721
5662,CrPC,16.172535,75.655721
5534,CrPC,16.172535,75.655721
5526,CrPC,16.172535,75.655721
5635,CrPC,16.172535,75.655721
5522,CrPC,16.172535,75.655721
5605,CrPC,16.172535,75.655721
5411,CrPC,16.172535,75.655721
5675,CrPC,16.172535,75.655721
5694,CrPC,16.172535,75.655721
5619,CrPC,16.172535,75.655721
5703,CrPC,16.172535,75.655721
7579,CrPC,16.470968,75.137709
5472,CrPC,16.172535,75.655721
5579,CrPC,16.172535,75.655721
5474,CrPC,16.172535,75.655721
5719,CrPC,16.172535,75.655721
5603,CrPC,16.172535,75.655721
5683,CrPC,16.172535,75.655721
5657,CrPC,16.172535,75.655721
5552,CrPC,16.172535,75.655721
5685,CrPC,16.172535,75.655721
5641,CrPC,16.172535,75.655721
5390,CrPC,16.172535,75.655721
5571,CrPC,16.172535,75.655721
7786,CrPC,16.470947,75.138036
5629,CrPC,16.172535,75.655721
5681,CrPC,16.172535,75.655721
5572,CrPC,16.172535,75.655721
5383,CrPC,16.172535,75.655721
5466,CrPC,16.172535,75.655721
5404,CrPC,16.172535,75.655721
5669,CrPC,16.172535,75.655721
5549,CrPC,16.172535,75.655721
5597,CrPC,16.172535,75.655721
5715,CrPC,16.172535,75.655721
5536,CrPC,16.172535,75.655721
5470,CrPC,16.172535,75.655721
5594,CrPC,16.172535,75.655721
5380,CrPC,16.172535,75.655721
5528,CrPC,16.172535,75.655721
5577,CrPC,16.172535,75.655721
5556,CrPC,16.172535,75.655721
5465,CrPC,16.172535,75.655721
5523,CrPC,16.172535,75.655721
5601,CrPC,16.172535,75.655721
5368,CrPC,16.172535,75.655721
5564,CrPC,16.172535,75.655721
5655,CrPC,16.172535,75.655721
5615,CrPC,16.172535,75.655721
5640,CrPC,16.172535,75.655721
5686,CrPC,16.172535,75.655721
5585,CrPC,16.172535,75.655721
5415,CrPC,16.172535,75.655721
5677,CrPC,16.172535,75.655721
5633,CrPC,16.172535,75.655721
5473,CrPC,16.172535,75.655721
5599,CrPC,16.172535,75.655721
5661,CrPC,16.172535,75.655721
5610,CrPC,16.172535,75.655721
5606,CrPC,16.172535,75.655721
5551,CrPC,16.172535,75.655721
5642,CrPC,16.172535,75.655721
5626,CrPC,16.172535,75.655721
5557,CrPC,16.172535,75.655721
5553,CrPC,16.172535,75.655721
5416,CrPC,16.172535,75.655721
5583,CrPC,16.172535,75.655721
5660,CrPC,16.172535,75.655721
5590,CrPC,16.172535,75.655721
5412,CrPC,16.172535,75.655721
5666,CrPC,16.172535,75.655721
5728,CrPC,16.172535,75.655721
5588,CrPC,16.172535,75.655721
5680,CrPC,16.172535,75.655721
5628,CrPC,16.172535,75.655721
5632,CrPC,16.172535,75.655721
19141,DACOITY,16.048731,75.445657
2483,DACOITY,15.936931,75.437532
16729,DACOITY,16.506004,75.290767
19323,DACOITY,16.070829,75.557769
2897,DACOITY,15.98178,75.6685
17367,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.0,75.0
15382,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.589144,75.269364
16755,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.500153,75.2926
5798,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.183055,75.696688
16094,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.283771,75.122223
15518,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.491713,75.225907
9457,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.378717,75.698803
5318,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.16547,75.58539
9173,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.252958,75.458936
2505,DEATHS DUE TO RASHNESS/NEGLIGENCE,15.876449,75.799283
10438,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.049158,75.773292
9168,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.496764,75.430411
15755,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.470771,75.338654
2995,DEATHS DUE TO RASHNESS/NEGLIGENCE,15.897556,75.895233
13218,DEATHS DUE TO RASHNESS/NEGLIGENCE,15.956487,76.114251
2433,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.008018,75.64924
17847,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.193291,75.551013
1004,DEATHS DUE TO RASHNESS/NEGLIGENCE,16.075597,75.964425
14138,DOWRY DEATHS,15.919503,76.086983
5270,DOWRY DEATHS,16.148058,75.635682
4417,Disobedience to Order Promulgated by PublicServan,16.251627,75.7776309
9763,ELECTION,16.3493,75.61229
9724,ELECTION,16.366452,75.587079
9760,ELECTION,16.34911,75.6123
9750,ELECTION,16.233564,75.041167
19937,ELECTION,16.021028,75.540978
8076,ELECTION,16.488456,75.134607
20011,ELECTION,16.015267,75.548
9759,ELECTION,16.34905,75.61216
15972,ELECTION,16.509472,75.258472
2075,ELECTION,15.913078,75.665205
4390,EXPOSURE AND ABANDONMENT OF CHILD,16.099959,75.785761
2576,EXPOSURE AND ABANDONMENT OF CHILD,15.907467,75.639
1273,EXPOSURE AND ABANDONMENT OF CHILD,16.041557,75.93964
689,EXPOSURE AND ABANDONMENT OF CHILD,15.959225,75.96807
5540,FORGERY,16.172535,75.655721
8000,FORGERY,16.423679,75.112273
17370,FORGERY,16.0,75.0
5307,FORGERY,16.193972,75.808062
5775,FORGERY,16.189169,75.698076
13656,FORGERY,15.965633,76.065021
9376,FORGERY,16.330987,75.643352
1015,FORGERY,16.075802,75.962848
16965,FORGERY,16.505526,75.292932
14564,FORGERY,15.953514,76.2780899
9336,IMPERSONATION ,16.293898,75.579341
6186,INSULTING MODESTY OF WOMEN (EVE TEASING),16.19131,75.625541
4639,KARNATAKA POLICE ACT 1963,16.146587,75.666535
2975,KARNATAKA POLICE ACT 1963,15.931046,75.678335
13099,KARNATAKA POLICE ACT 1963,15.962046,76.113168
15641,KARNATAKA POLICE ACT 1963,16.515981,75.309583
1072,KARNATAKA POLICE ACT 1963,16.104025,75.864625
16754,KARNATAKA POLICE ACT 1963,16.504618,75.293689
10435,KARNATAKA POLICE ACT 1963,16.050777,75.782892
4234,KARNATAKA POLICE ACT 1963,16.152876,75.73932
2938,KARNATAKA POLICE ACT 1963,15.926437,75.677994
7525,KARNATAKA POLICE ACT 1963,16.480634,75.124426
17944,KARNATAKA POLICE ACT 1963,16.191745,75.560729
19320,KARNATAKA POLICE ACT 1963,16.012597,75.541733
4501,KARNATAKA POLICE ACT 1963,16.307956,75.918713
13081,KARNATAKA POLICE ACT 1963,15.959022,76.133348
7607,KARNATAKA POLICE ACT 1963,16.48511,75.124316
1017,KARNATAKA POLICE ACT 1963,16.040018,75.938937
5746,KARNATAKA POLICE ACT 1963,16.172535,75.655721
7604,KARNATAKA POLICE ACT 1963,16.490985,75.136765
17879,KARNATAKA POLICE ACT 1963,16.207313,75.500823
16845,KARNATAKA POLICE ACT 1963,16.505004,75.292671
5766,KARNATAKA POLICE ACT 1963,16.182965,75.696491
9944,KARNATAKA POLICE ACT 1963,16.34556,75.546621
5825,KARNATAKA POLICE ACT 1963,16.188744,75.699936
5707,KARNATAKA POLICE ACT 1963,16.172535,75.655721
4428,KARNATAKA POLICE ACT 1963,16.263496,75.878217
5793,KARNATAKA POLICE ACT 1963,16.19189,75.703738
9102,KARNATAKA POLICE ACT 1963,16.345164,75.625071
1071,KARNATAKA POLICE ACT 1963,16.020276,75.8810989
7827,KARNATAKA POLICE ACT 1963,16.48475,75.13585
16060,KARNATAKA POLICE ACT 1963,16.511171,75.26185
4732,KARNATAKA POLICE ACT 1963,16.257067,75.949839
10856,KARNATAKA POLICE ACT 1963,16.016348,75.756963
4295,KARNATAKA POLICE ACT 1963,16.097258,75.780105
2272,KARNATAKA POLICE ACT 1963,15.883715,75.496252
11750,KARNATAKA POLICE ACT 1963,16.163635,76.124645
4672,KARNATAKA POLICE ACT 1963,16.261843,75.862442
4286,KARNATAKA POLICE ACT 1963,16.301777,75.888767
2960,KARNATAKA POLICE ACT 1963,15.912653,75.683946
17849,KARNATAKA POLICE ACT 1963,16.203482,75.498784
17850,KARNATAKA POLICE ACT 1963,16.201729,75.498984
9136,KARNATAKA POLICE ACT 1963,16.422166,75.43671
5749,KARNATAKA POLICE ACT 1963,16.172535,75.655721
10905,KARNATAKA POLICE ACT 1963,15.254585,75.258565
16873,KARNATAKA POLICE ACT 1963,16.508354,75.285692
5930,KARNATAKA POLICE ACT 1963,16.182763,75.698344
13692,KARNATAKA POLICE ACT 1963,15.005726,76.006378
5327,KARNATAKA POLICE ACT 1963,16.0924,75.9274
9014,KARNATAKA POLICE ACT 1963,16.346792,75.645239
4294,KARNATAKA POLICE ACT 1963,16.203893,75.665881
5648,KARNATAKA POLICE ACT 1963,16.172535,75.655721
1019,KARNATAKA POLICE ACT 1963,16.087595,75.896003
12132,KARNATAKA POLICE ACT 1963,16.084282,76.117228
2407,KARNATAKA POLICE ACT 1963,15.953608,75.763059
8065,KARNATAKA POLICE ACT 1963,16.554346,75.171809
1050,KARNATAKA POLICE ACT 1963,16.075835,75.9605759
709,KARNATAKA POLICE ACT 1963,16.055226,75.953666
17876,KARNATAKA POLICE ACT 1963,16.201718,75.502469
4414,KARNATAKA POLICE ACT 1963,16.148948,75.700688
11742,KARNATAKA POLICE ACT 1963,16.057841,76.060909
4467,KARNATAKA POLICE ACT 1963,16.146032,75.636894
2940,KARNATAKA POLICE ACT 1963,16.84478,75.757943
2997,KARNATAKA POLICE ACT 1963,15.94532,75.76025
16723,KARNATAKA POLICE ACT 1963,16.499796,75.295472
4369,KARNATAKA POLICE ACT 1963,16.146436,75.69035
11929,KARNATAKA POLICE ACT 1963,16.066412,76.060955
15870,KARNATAKA POLICE ACT 1963,16.534614,75.37573
9309,KARNATAKA POLICE ACT 1963,16.334469,75.640681
19219,KARNATAKA POLICE ACT 1963,16.017869,75.549219
17864,KARNATAKA POLICE ACT 1963,16.173899,75.445676
13383,KARNATAKA POLICE ACT 1963,15.964346,76.103329
10543,KARNATAKA POLICE ACT 1963,16.047633,75.765033
19240,KARNATAKA POLICE ACT 1963,16.117482,75.660625
9043,KARNATAKA POLICE ACT 1963,16.346488,75.62159
13662,KARNATAKA POLICE ACT 1963,15.582691,76.11068
16995,KARNATAKA POLICE ACT 1963,16.504987,75.300783
12070,KARNATAKA POLICE ACT 1963,16.083186,76.057819
13667,KARNATAKA POLICE ACT 1963,15.005854,76.000716
1016,KARNATAKA POLICE ACT 1963,16.053741,75.874586
16856,KARNATAKA POLICE ACT 1963,16.498816,75.294464
7657,KARNATAKA POLICE ACT 1963,16.478937,75.132862
5301,KARNATAKA POLICE ACT 1963,16.150619,75.742702
11708,KARNATAKA POLICE ACT 1963,16.057963,76.059865
19358,KARNATAKA POLICE ACT 1963,16.115486,75.663644
2482,KARNATAKA POLICE ACT 1963,15.955184,75.78012
10432,KARNATAKA POLICE ACT 1963,16.048227,75.788965
13079,KARNATAKA POLICE ACT 1963,15.958177,76.121759
15301,KARNATAKA POLICE ACT 1963,16.440962,75.277085
19113,KARNATAKA POLICE ACT 1963,16.005433,75.538114
4772,KARNATAKA POLICE ACT 1963,16.247111,75.963514
16713,KARNATAKA POLICE ACT 1963,16.508191,75.291993
17351,KARNATAKA POLICE ACT 1963,16.0,75.0
1223,KARNATAKA POLICE ACT 1963,15.875221,75.937381
748,KARNATAKA POLICE ACT 1963,16.023639,75.973902
16880,KARNATAKA POLICE ACT 1963,16.504041,75.303501
13212,KARNATAKA POLICE ACT 1963,15.96111,76.118233
5348,KARNATAKA POLICE ACT 1963,16.172535,75.655721
13102,KARNATAKA POLICE ACT 1963,15.954839,76.113966
2049,KARNATAKA POLICE ACT 1963,15.909678,75.50173
12147,KARNATAKA POLICE ACT 1963,16.168588,76.127874
16106,KARNATAKA POLICE ACT 1963,16.501687,75.259374
9144,KARNATAKA POLICE ACT 1963,16.368721,75.587568
7613,KARNATAKA POLICE ACT 1963,16.463332,75.180517
5867,KARNATAKA POLICE ACT 1963,16.187181,75.697302
5739,KARNATAKA POLICE ACT 1963,16.172535,75.655721
5870,KARNATAKA POLICE ACT 1963,16.183855,75.69857
13650,KARNATAKA POLICE ACT 1963,15.582591,76.136071
14219,KARNATAKA POLICE ACT 1963,16.019537,76.21517
16104,KARNATAKA POLICE ACT 1963,16.539611,75.329813
6166,KARNATAKA POLICE ACT 1963,16.185636,75.700609
7670,KARNATAKA POLICE ACT 1963,16.525828,75.174447
17349,KARNATAKA POLICE ACT 1963,16.499999,75.29557
19196,KARNATAKA POLICE ACT 1963,16.024349,75.570095
16710,KARNATAKA POLICE ACT 1963,16.507268,75.274235
840,KARNATAKA POLICE ACT 1963,16.131724,75.94341
16850,KARNATAKA POLICE ACT 1963,16.497402,75.291703
7781,KARNATAKA POLICE ACT 1963,16.492288,75.132726
11725,KARNATAKA POLICE ACT 1963,16.059957,76.059174
11747,KARNATAKA POLICE ACT 1963,16.165279,76.130779
14459,KARNATAKA POLICE ACT 1963,15.959678,76.269563
16855,KARNATAKA POLICE ACT 1963,16.505267,75.294894
731,KARNATAKA POLICE ACT 1963,16.105513,75.867264
12490,KARNATAKA POLICE ACT 1963,16.066607,76.060541
18179,KARNATAKA POLICE ACT 1963,16.193807,75.565017
5322,KARNATAKA POLICE ACT 1963,16.101488,75.781533
15707,KARNATAKA POLICE ACT 1963,16.412592,75.364999
9879,KARNATAKA POLICE ACT 1963,16.17234,75.16981
2426,KARNATAKA POLICE ACT 1963,15.876366,75.711052
758,KARNATAKA POLICE ACT 1963,16.106973,75.86139
1287,KARNATAKA POLICE ACT 1963,15.231254,75.125465
7592,KARNATAKA POLICE ACT 1963,16.462921,75.179854
2146,KARNATAKA POLICE ACT 1963,15.877046,75.79969
13695,KARNATAKA POLICE ACT 1963,15.005742,76.000647
2251,KARNATAKA POLICE ACT 1963,15.892228,75.587026
1252,KARNATAKA POLICE ACT 1963,15.939876,75.922448
4708,KARNATAKA POLICE ACT 1963,16.101742,75.781806
5794,KARNATAKA POLICE ACT 1963,16.185146,75.697489
5740,KARNATAKA POLICE ACT 1963,16.172535,75.655721
15475,KARNATAKA POLICE ACT 1963,16.512331,75.263023
1025,KARNATAKA POLICE ACT 1963,16.057618,75.941405
1279,KARNATAKA POLICE ACT 1963,16.055323,75.954245
4618,KARNATAKA POLICE ACT 1963,16.301235,75.892175
9036,KARNATAKA POLICE ACT 1963,16.26311,75.644742
10891,KARNATAKA POLICE ACT 1963,15.254565,75.258565
5747,KARNATAKA POLICE ACT 1963,16.172535,75.655721
19511,KARNATAKA POLICE ACT 1963,16.009253,75.546026
5824,KARNATAKA POLICE ACT 1963,16.187268,75.707357
17350,KARNATAKA POLICE ACT 1963,16.0,75.0
16854,KARNATAKA POLICE ACT 1963,16.505966,75.292261
16774,KARNATAKA POLICE ACT 1963,16.511465,75.290981
12148,KARNATAKA POLICE ACT 1963,16.071329,76.122649
18337,KARNATAKA POLICE ACT 1963,16.202626,75.499984
8158,KARNATAKA POLICE ACT 1963,16.283912,75.725123
16772,KARNATAKA POLICE ACT 1963,16.498104,75.295535
7506,KARNATAKA POLICE ACT 1963,16.475834,75.135422
652,KARNATAKA POLICE ACT 1963,16.041458,75.937157
10476,KARNATAKA POLICE ACT 1963,16.070761,75.717977
9280,KARNATAKA POLICE ACT 1963,16.236773,75.584175
4129,KARNATAKA POLICE ACT 1963,16.2956,75.943711
648,KARNATAKA POLICE ACT 1963,16.100974,75.863888
4349,KARNATAKA POLICE ACT 1963,16.293335,75.947444
1031,KARNATAKA POLICE ACT 1963,16.055451,75.947005
4644,KARNATAKA POLICE ACT 1963,16.257691,75.817579
13682,KARNATAKA POLICE ACT 1963,15.095862,75.012106
15320,KARNATAKA POLICE ACT 1963,16.565423,75.307446
19583,KARNATAKA POLICE ACT 1963,16.07221,75.642341
7540,KARNATAKA POLICE ACT 1963,16.49655,75.122947
10559,KARNATAKA POLICE ACT 1963,16.050413,75.781399
11932,KARNATAKA POLICE ACT 1963,16.069756,76.052518
12164,KARNATAKA POLICE ACT 1963,16.022569,76.030567
9943,KARNATAKA POLICE ACT 1963,16.34938,75.6121
5246,KARNATAKA POLICE ACT 1963,16.00399,75.00484
4686,KARNATAKA POLICE ACT 1963,16.226812,75.653345
8161,KARNATAKA POLICE ACT 1963,16.494644,75.122438
19214,KARNATAKA POLICE ACT 1963,16.016027,75.547545
15630,KARNATAKA POLICE ACT 1963,16.550828,75.257996
18078,KARNATAKA POLICE ACT 1963,16.153301,75.51367
14584,KARNATAKA POLICE ACT 1963,16.130892,76.199255
14124,KARNATAKA POLICE ACT 1963,15.988804,76.134658
693,KARNATAKA POLICE ACT 1963,16.055072,75.952858
16852,KARNATAKA POLICE ACT 1963,16.504289,75.297783
13670,KARNATAKA POLICE ACT 1963,15.05746,76.062921
5188,KARNATAKA POLICE ACT 1963,16.295568,75.894149
7805,KARNATAKA POLICE ACT 1963,16.479912,75.134221
9113,KARNATAKA POLICE ACT 1963,16.351125,75.649491
5611,KARNATAKA POLICE ACT 1963,16.172535,75.655721
10815,KARNATAKA POLICE ACT 1963,16.046535,75.789241
11719,KARNATAKA POLICE ACT 1963,16.060007,76.06017
4169,KARNATAKA POLICE ACT 1963,16.304497,75.891232
16871,KARNATAKA POLICE ACT 1963,16.497481,75.29413
18052,KARNATAKA POLICE ACT 1963,16.23133,75.618884
13664,KARNATAKA POLICE ACT 1963,15.005804,76.007439
16858,KARNATAKA POLICE ACT 1963,16.498557,75.296751
4365,KARNATAKA POLICE ACT 1963,16.097682,75.780027
2639,KARNATAKA POLICE ACT 1963,15.919863,75.678348
759,KARNATAKA POLICE ACT 1963,16.144497,75.896747
4770,KARNATAKA POLICE ACT 1963,16.234772,75.795769
5385,KARNATAKA POLICE ACT 1963,16.172535,75.655721
7568,KARNATAKA POLICE ACT 1963,16.476769,75.116142
16770,KARNATAKA POLICE ACT 1963,16.500698,75.295251
18400,KARNATAKA POLICE ACT 1963,16.206507,75.497892
998,KARNATAKA POLICE ACT 1963,16.05956,75.984878
15409,KARNATAKA POLICE ACT 1963,16.463541,75.309642
13072,KARNATAKA POLICE ACT 1963,15.970129,76.120402
17360,KARNATAKA POLICE ACT 1963,16.500084,75.295555
1246,KARNATAKA POLICE ACT 1963,16.11237,75.870301
13243,KARNATAKA POLICE ACT 1963,15.955473,76.118669
5260,KARNATAKA POLICE ACT 1963,16.195144,75.846101
9351,KARNATAKA POLICE ACT 1963,16.335585,75.642992
18044,KARNATAKA POLICE ACT 1963,16.167985,75.595495
11832,KARNATAKA POLICE ACT 1963,16.13855,75.997499
4437,KARNATAKA POLICE ACT 1963,16.137279,75.743215
8980,KARNATAKA POLICE ACT 1963,16.259597,75.714602
976,KARNATAKA POLICE ACT 1963,16.058529,75.952733
4208,KARNATAKA POLICE ACT 1963,16.260319,75.862306
8969,KARNATAKA POLICE ACT 1963,16.330559,75.6424409
5869,KARNATAKA POLICE ACT 1963,16.185813,75.700054
15435,KARNATAKA POLICE ACT 1963,16.459733,75.30362
4671,KARNATAKA POLICE ACT 1963,16.203327,75.655938
1317,KARNATAKA POLICE ACT 1963,16.041735,75.938056
1029,KARNATAKA POLICE ACT 1963,16.100768,75.866416
1290,KARNATAKA POLICE ACT 1963,15.935857,75.900605
19370,KARNATAKA POLICE ACT 1963,16.024129,75.482471
12527,KARNATAKA POLICE ACT 1963,16.05992,76.059902
15656,KARNATAKA POLICE ACT 1963,16.510559,75.261319
12069,KARNATAKA POLICE ACT 1963,16.066341,76.060351
7696,KARNATAKA POLICE ACT 1963,16.451897,75.104701
5733,KARNATAKA POLICE ACT 1963,16.172535,75.655721
8179,KARNATAKA POLICE ACT 1963,15.524871,75.16413
19926,KARNATAKA POLICE ACT 1963,16.002711,75.35813
5257,KARNATAKA POLICE ACT 1963,16.100685,75.785284
10436,KARNATAKA POLICE ACT 1963,16.049024,75.786346
12347,KARNATAKA POLICE ACT 1963,16.175909,76.09367
1313,KARNATAKA POLICE ACT 1963,16.458696,75.485698
4660,KARNATAKA POLICE ACT 1963,16.091693,75.771981
4194,KARNATAKA POLICE ACT 1963,16.145188,75.743932
16872,KARNATAKA POLICE ACT 1963,16.508561,75.293619
4669,KARNATAKA POLICE ACT 1963,16.236051,75.828334
5836,KARNATAKA POLICE ACT 1963,16.190124,75.696968
8159,KARNATAKA POLICE ACT 1963,32.553411,76.125811
17862,KARNATAKA POLICE ACT 1963,16.216532,75.568693
13666,KARNATAKA POLICE ACT 1963,15.005754,76.007138
953,KARNATAKA POLICE ACT 1963,16.042544,75.940035
5716,KARNATAKA POLICE ACT 1963,16.172535,75.655721
15324,KARNATAKA POLICE ACT 1963,16.509382,75.259121
13137,KARNATAKA POLICE ACT 1963,15.958375,76.121642
19254,KARNATAKA POLICE ACT 1963,16.014638,75.548538
10492,KARNATAKA POLICE ACT 1963,15.993527,75.786918
5743,KARNATAKA POLICE ACT 1963,16.172535,75.655721
15648,KARNATAKA POLICE ACT 1963,16.562445,75.333748
9151,KARNATAKA POLICE ACT 1963,16.401264,75.689019
4157,KARNATAKA POLICE ACT 1963,16.28615,75.822501
956,KARNATAKA POLICE ACT 1963,16.099657,75.913929
19194,KARNATAKA POLICE ACT 1963,16.011509,75.545657
18272,KARNATAKA POLICE ACT 1963,16.186234,75.612351
5833,KARNATAKA POLICE ACT 1963,16.188588,75.709702
1221,KARNATAKA POLICE ACT 1963,15.876639,75.950302
5785,KARNATAKA POLICE ACT 1963,16.190438,75.701607
4449,KARNATAKA POLICE ACT 1963,16.215895,75.669293
8071,KARNATAKA POLICE ACT 1963,16.427069,75.113793
19169,KARNATAKA POLICE ACT 1963,16.027237,75.550221
13104,KARNATAKA POLICE ACT 1963,15.958359,76.111884
